,avg_tripduration,total_trips,unique_start_stations,unique_end_stations,usertype_Customer,usertype_Subscriber
2014-10-15,810.6620394530843,28743,326,323,1509,27234
2014-10-16,815.603872318158,26754,326,323,1328,25426
2014-10-17,915.1082854799016,34132,326,324,3248,30884
2014-10-18,1071.1030506846025,24978,323,320,4543,20435
2014-10-19,872.8633757961784,18840,324,321,2524,16316
2014-10-20,1031.027978792004,27914,324,325,1688,26226
2014-10-21,794.6116820938398,31330,326,322,1681,29649
2014-10-22,710.2812738575635,9169,322,320,383,8786
2014-10-23,733.998952957894,13371,323,320,318,13053
2014-10-24,812.3267754801086,29837,325,321,1938,27899
2014-10-25,993.4248957999358,24952,325,320,4678,20274
2014-10-26,932.8876637134052,20768,323,318,3328,17440
2014-10-27,843.0001735749497,28806,322,318,1688,27118
2014-10-28,779.6646437674475,32956,324,317,1861,31095
2014-10-29,764.9622987432914,29999,324,317,1508,28491
2014-10-30,792.5201233417916,31133,324,317,1578,29555
2014-10-31,1084.2266690660429,27785,324,318,1920,25865
2014-11-01,671.5249916694435,6002,318,315,313,5689
2014-11-02,967.4418439716312,14100,324,318,1153,12947
2014-11-03,824.7868221400007,26757,322,317,1514,25243
2014-11-04,798.4171745685508,31174,326,318,1768,29406
2014-11-05,871.6630865450735,30539,325,319,1498,29041
2014-11-06,723.9098754375967,12283,324,321,307,11976
2014-11-07,739.3571287714454,25355,324,320,1169,24186
2014-11-08,871.2436507481511,17443,323,319,2060,15383
2014-11-09,910.2065689020707,18207,324,314,2350,15857
2014-11-10,776.7120954619418,27655,324,317,1743,25912
2014-11-11,769.3852442264459,29358,327,319,1643,27715
2014-11-12,772.7007947639083,27807,328,320,980,26827
2014-11-13,840.2212376525276,20652,324,321,771,19881
2014-11-14,756.4164215918794,21082,325,318,636,20446
2014-11-15,779.3130824500249,14057,326,321,1128,12929
2014-11-16,782.782926461724,13272,325,323,878,12394
2014-11-17,742.2819122720553,8116,327,318,118,7998
2014-11-18,665.9819064166318,16691,326,320,245,16446
2014-11-19,780.3800766742543,16694,327,323,253,16441
2014-11-20,720.787395080297,20611,326,321,405,20206
2014-11-21,648.6739862967539,17806,327,318,400,17406
2014-11-22,816.3926825421858,12682,322,319,751,11931
2014-11-23,859.0742229880656,15669,325,324,1345,14324
2014-11-24,763.6628457296687,23031,326,323,930,22101
2014-11-25,848.692689601251,25580,325,321,1094,24486
2014-11-26,765.3050340136055,3675,317,309,55,3620
2014-11-27,711.3746514575412,3945,306,301,224,3721
2014-11-28,712.0346144664597,8378,321,317,584,7794
2014-11-29,718.4250274960284,8183,320,316,564,7619
2014-11-30,885.5130813953489,12384,323,318,1129,11255
2014-12-01,773.1314865813489,18519,322,317,727,17792
2014-12-02,686.0393700787401,15367,324,320,194,15173
2014-12-03,854.0492874109264,13472,323,320,151,13321
2014-12-04,712.8149050855402,21335,325,324,483,20852
2014-12-05,731.1469212289796,15818,325,319,349,15469
2014-12-06,781.3760810476897,4047,318,315,100,3947
2014-12-07,716.5743101807802,10510,323,321,580,9930
2014-12-08,672.7650575303721,15557,326,321,207,15350
2014-12-09,683.9188142410248,6713,320,320,38,6675
2014-12-10,677.5652466583325,10399,325,321,81,10318
2014-12-11,717.7262003197178,18141,325,322,290,17851
2014-12-12,683.2563156718086,17892,326,324,386,17506
2014-12-13,1015.9384811538768,12549,322,322,701,11848
2014-12-14,809.0164140356754,11941,321,320,659,11282
2014-12-15,719.6015891032918,19382,325,321,521,18861
2014-12-16,712.3113106565175,16816,322,320,357,16459
2014-12-17,701.391133392313,20346,327,324,501,19845
2014-12-18,674.6682063933652,19051,329,326,366,18685
2014-12-19,682.0196511627908,17200,329,328,429,16771
2014-12-20,673.2859528282196,9582,326,325,373,9209
2014-12-21,745.8025608780154,8747,327,324,391,8356
2014-12-22,732.139970501475,13560,329,325,413,13147
2014-12-23,701.7286138824029,9422,327,327,234,9188
2014-12-24,700.6583430571762,4285,321,314,102,4183
2014-12-25,1137.3918200408998,4890,319,316,1229,3661
2014-12-26,852.1576553815058,9895,330,326,1299,8596
2014-12-27,968.3485898311701,10247,329,325,2007,8240
2014-12-28,782.6745127815743,7902,327,322,962,6940
2014-12-29,796.8274411395674,13549,330,327,1140,12409
2014-12-30,690.0537881272548,12196,327,323,639,11557
2014-12-31,760.7006879556423,9739,317,315,586,9153
2015-01-01,801.8066578897875,5317,327,321,666,4651
2015-01-02,731.2409766454352,11304,327,325,641,10663
2015-01-03,655.2842786958464,4478,323,318,226,4252
2015-01-04,679.5542107274812,7849,329,325,391,7458
2015-01-05,637.8118020129601,14506,330,326,249,14257
2015-01-06,634.9224167524889,8739,326,322,19,8720
2015-01-07,589.210968277006,9646,327,321,33,9613
2015-01-08,595.8609181000114,8779,325,323,46,8733
2015-01-09,636.6578814627995,7930,324,320,38,7892
2015-01-10,596.0256997871992,6109,325,320,75,6034
2015-01-11,623.0724521226731,7467,326,323,170,7297
2015-01-12,623.6876807403123,8645,328,322,55,8590
2015-01-13,618.487614284598,12797,327,324,70,12727
2015-01-14,623.0284273269143,13086,330,327,115,12971
2015-01-15,633.4006394316164,14075,329,324,180,13895
2015-01-16,625.3708011269233,13843,330,326,229,13614
2015-01-17,657.2456280870377,7491,325,322,317,7174
2015-01-18,723.4740947075209,1795,299,294,27,1768
2015-01-19,691.7267040149393,10710,327,321,306,10404
2015-01-20,647.8671957343914,16129,329,328,251,15878
2015-01-21,626.8491532099251,15234,329,324,166,15068
2015-01-22,640.5434947049924,15864,330,327,196,15668
2015-01-23,639.5605261485671,15737,329,324,305,15432
2015-01-24,630.3034898213543,4814,318,313,112,4702
2015-01-25,721.2704979208871,9379,326,322,429,8950
2015-01-26,665.1142236174837,4141,318,305,23,4118
2015-01-27,956.2710049423393,1214,268,264,29,1185
2015-01-28,850.4571375671172,5401,317,313,28,5373
2015-01-29,751.9078917700112,8870,324,322,89,8781
2015-01-30,651.4740987243483,9015,323,323,77,8938
2015-01-31,626.7819969159599,5188,316,313,70,5118
2015-02-01,638.1492004347151,6441,319,321,185,6256
2015-02-02,920.8622344071282,1459,288,289,10,1449
2015-02-03,767.224442574674,4754,318,310,9,4745
2015-02-04,697.5565585645826,8973,325,322,38,8935
2015-02-05,623.3967202432667,9208,324,327,29,9179
2015-02-06,637.1169679300292,8575,326,323,47,8528
2015-02-07,686.4608247422681,6790,321,324,224,6566
2015-02-08,666.9377063944761,6662,323,322,192,6470
2015-02-09,633.9317829457365,5160,315,314,50,5110
2015-02-10,638.254647560031,10328,324,322,92,10236
2015-02-11,649.0203689133665,11439,325,323,109,11330
2015-02-12,647.8381400301713,11269,325,323,111,11158
2015-02-13,623.0509029049987,7642,322,319,79,7563
2015-02-14,625.8467706978761,4614,318,317,106,4508
2015-02-15,569.8585819449826,2581,309,301,33,2548
2015-02-16,595.8106553276639,3998,316,311,44,3954
2015-02-17,649.25,4784,314,320,30,4754
2015-02-18,647.9724100327154,9170,324,324,75,9095
2015-02-19,595.5349403769715,7799,324,316,32,7767
2015-02-20,602.8048384478,6159,317,317,26,6133
2015-02-21,590.9299968324359,3157,309,308,46,3111
2015-02-22,717.0456247075339,4274,324,318,96,4178
2015-02-23,631.9479753285063,7458,323,320,42,7416
2015-02-24,644.8715212104837,7402,326,315,46,7356
2015-02-25,651.4522370012091,10751,326,317,115,10636
2015-02-26,675.5079284920715,9901,324,320,71,9830
2015-02-27,659.8214720194647,9864,323,318,156,9708
2015-02-28,649.4412788857234,6318,321,313,172,6146
2015-03-01,740.4637026745397,2879,306,309,118,2761
2015-03-02,677.5293148427845,7283,324,322,89,7194
2015-03-03,762.0384203275677,6533,324,316,53,6480
2015-03-04,700.4226776683524,7514,322,319,50,7464
2015-03-05,925.8546120952963,1637,294,290,4,1633
2015-03-06,736.6666020922123,5162,320,318,41,5121
2015-03-07,887.6742397137746,5590,315,314,218,5372
2015-03-08,821.542795644467,7898,323,321,448,7450
2015-03-09,758.6225299099341,14878,325,321,513,14365
2015-03-10,723.4008997538409,11781,322,320,315,11466
2015-03-11,803.8450488216349,19561,325,322,838,18723
2015-03-12,729.1390758699373,17530,325,324,560,16970
2015-03-13,723.6237225147104,16145,325,322,684,15461
2015-03-14,728.8492063492064,3906,316,309,148,3758
2015-03-15,725.7988232631817,8838,320,317,585,8253
2015-03-16,713.4356942872461,16787,325,322,720,16067
2015-03-17,706.7130645486976,14857,323,316,495,14362
2015-03-18,680.003323219188,13842,325,321,298,13544
2015-03-19,769.2943804221158,15446,325,320,511,14935
2015-03-20,665.689393939394,8052,323,314,166,7886
2015-03-21,815.9306061255087,9338,322,315,827,8511
2015-03-22,748.5712071103762,9676,323,317,932,8744
2015-03-23,649.366671591077,13538,325,322,372,13166
2015-03-24,679.5765186193245,16166,325,324,552,15614
2015-03-25,700.8597818677573,14670,325,325,455,14215
2015-03-26,710.599037046944,14954,325,323,341,14613
2015-03-27,694.6461331253987,14107,325,324,456,13651
2015-03-28,760.4697380307136,1107,257,267,11,1096
2015-03-29,850.9773051088948,9826,323,323,885,8941
2015-03-30,726.8038174273859,18075,324,324,716,17359
2015-03-31,761.6802105263158,14250,324,325,450,13800
2015-04-01,792.9338330189615,20146,325,325,898,19248
2015-04-02,1246.030503157634,24227,323,325,1999,22228
2015-04-03,821.9384053066198,14774,322,323,927,13847
2015-04-04,901.8744688261929,14355,321,321,2425,11930
2015-04-05,1086.3827088919486,13799,321,321,2800,10999
2015-04-06,905.6003163609936,23391,322,322,2296,21095
2015-04-07,700.4281761160988,16262,321,322,701,15561
2015-04-08,830.9214413607879,17872,322,323,677,17195
2015-04-09,707.6982352230146,16546,321,323,452,16094
2015-04-10,738.7840902126617,16317,319,321,724,15593
2015-04-11,986.277101324894,18643,319,319,3277,15366
2015-04-12,1146.0461060439009,19954,318,318,4184,15770
2015-04-13,909.5039518555667,24925,320,320,1515,23410
2015-04-14,757.5688675505439,22703,322,322,956,21747
2015-04-15,974.1883018047401,27594,322,321,1757,25837
2015-04-16,808.0645695364238,27180,321,322,1744,25436
2015-04-17,905.2276732161324,24175,321,321,1580,22595
2015-04-18,1330.0003904308937,28174,318,319,7853,20321
2015-04-19,1087.7660069848662,21475,319,318,4609,16866
2015-04-20,719.0628459203714,11202,319,317,371,10831
2015-04-21,978.2928663342448,24868,318,319,1837,23031
2015-04-22,774.2789016684093,21997,319,319,1206,20791
2015-04-23,863.7258312947359,22074,314,317,1066,21008
2015-04-24,880.8116391020448,20981,318,319,1169,19812
2015-04-25,1103.006877905322,21082,316,318,4559,16523
2015-04-26,1139.9887931832916,21594,317,317,4820,16774
2015-04-27,787.2567742441473,25501,318,318,1974,23527
2015-04-28,887.1855680483303,29795,318,318,2506,27289
2015-04-29,884.6729671444881,31532,319,319,2943,28589
2015-04-30,933.1407766990292,29252,319,320,2388,26864
2015-05-01,861.5340209139092,27924,318,319,2735,25189
2015-05-02,1160.8724313405587,25743,317,316,6836,18907
2015-05-03,1227.6171733949593,27694,316,316,8180,19514
2015-05-04,999.1151999002059,32066,320,319,4380,27686
2015-05-05,1016.8396946564885,33012,320,321,3128,29884
2015-05-06,872.8717711872794,30313,320,320,2547,27766
2015-05-07,922.081701127011,34871,321,321,3838,31033
2015-05-08,976.649807602612,34304,320,321,4569,29735
2015-05-09,1178.1113896995355,24329,320,320,5738,18591
2015-05-10,1220.7902382117186,26573,319,320,7107,19466
2015-05-11,988.7224383916991,32382,321,320,4043,28339
2015-05-12,909.686160397445,35225,320,321,4175,31050
2015-05-13,927.2919286270284,33402,321,322,3581,29821
2015-05-14,1014.6958065938372,40826,321,320,9446,31380
2015-05-15,959.9899270281871,34945,318,319,5163,29782
2015-05-16,1126.1696256594926,23882,319,320,6154,17728
2015-05-17,1193.4049533404373,30969,319,319,9869,21100
2015-05-18,972.4663962736462,31559,320,320,3863,27696
2015-05-19,842.3518218026258,33895,319,320,3289,30606
2015-05-20,832.4495461668096,33823,320,321,3335,30488
2015-05-21,826.1445184852951,31214,320,321,2735,28479
2015-05-22,926.0085917657019,31891,319,319,4324,27567
2015-05-23,1224.7517356754497,23910,319,318,7978,15932
2015-05-24,1304.1405113116775,25151,318,318,10268,14883
2015-05-25,1204.3090470103677,28164,318,318,10097,18067
2015-05-26,912.2328005365226,35786,319,319,4689,31097
2015-05-27,822.7817858202313,33710,319,319,3446,30264
2015-05-28,838.9007903378416,35934,319,320,3785,32149
2015-05-29,935.9319048628032,37756,319,319,5023,32733
2015-05-30,1136.5257328153593,31147,318,318,8605,22542
2015-05-31,1103.1178903298273,19586,312,317,4618,14968
2015-06-01,656.2428188182948,15283,318,319,825,14458
2015-06-02,674.0006675567423,11984,318,318,472,11512
2015-06-03,828.2322058398381,34590,319,319,3382,31208
2015-06-04,803.479342121323,32772,319,319,2683,30089
2015-06-05,809.6545024605356,31294,319,319,2994,28300
2015-06-06,1085.6555023923445,26334,318,319,6624,19710
2015-06-07,1161.2737139700387,30773,318,317,9068,21705
2015-06-08,869.4555605180884,33585,319,319,3796,29789
2015-06-09,824.9336100756806,35412,320,320,3245,32167
2015-06-10,949.8847776365947,39350,320,319,4152,35198
2015-06-11,861.171229946524,37400,320,320,3825,33575
2015-06-12,875.8617941712204,35136,321,322,4189,30947
2015-06-13,1165.5388258839225,29980,322,322,8438,21542
2015-06-14,1130.0950184501844,28184,320,318,8194,19990
2015-06-15,780.0665284808865,25087,322,322,2418,22669
2015-06-16,802.8929915699754,32147,323,323,3332,28815
2015-06-17,866.7823823297397,38030,323,323,4053,33977
2015-06-18,787.7339837581773,35464,324,324,3235,32229
2015-06-19,880.400454788657,37380,324,324,5024,32356
2015-06-20,1003.682951653944,23580,322,323,5742,17838
2015-06-21,1083.5725140785312,25926,323,322,6788,19138
2015-06-22,906.9772805690475,37677,324,324,4781,32896
2015-06-23,821.3552053012944,32294,324,324,3228,29066
2015-06-24,909.326734842951,41070,324,324,4388,36682
2015-06-25,855.3499357245482,39673,324,324,4256,35417
2015-06-26,931.4924638732066,38614,324,324,4874,33740
2015-06-27,953.8661930900872,15485,323,323,3181,12304
2015-06-28,1048.0357923364577,20591,318,316,4166,16425
2015-06-29,915.6225517259511,38037,324,324,4947,33090
2015-06-30,867.4806626933074,38087,326,325,4081,34006
2015-07-01,877.6502037880604,37539,326,326,4061,33478
2015-07-02,1060.9467926544617,35559,325,325,4805,30754
2015-07-03,1107.0759061200238,26928,324,325,8541,18387
2015-07-04,1353.825393900304,21706,324,324,9514,12192
2015-07-05,1197.9756944444443,25920,324,324,9533,16387
2015-07-06,903.1219823551105,35251,325,325,4804,30447
2015-07-07,866.3142764068735,36837,325,325,4020,32817
2015-07-08,871.8742545724313,35047,326,326,3434,31613
2015-07-09,916.1274313590593,31978,327,327,3365,28613
2015-07-10,956.8364843486605,38559,327,327,5465,33094
2015-07-11,1129.0507582206249,31719,326,326,9390,22329
2015-07-12,1208.9796372072044,31037,324,324,8954,22083
2015-07-13,937.740782122905,38485,326,326,4823,33662
2015-07-14,842.3688062119435,35802,327,327,3221,32581
2015-07-15,862.1024900654678,34979,326,326,3197,31782
2015-07-16,1018.160496741902,42356,326,326,5283,37073
2015-07-17,963.3562065917414,39595,326,326,5786,33809
2015-07-18,1104.95507447177,28870,326,325,8068,20802
2015-07-19,1153.1603168483405,28531,324,324,8196,20335
2015-07-20,900.1009487230932,34889,325,324,4165,30724
2015-07-21,867.7472661627575,38499,326,326,4356,34143
2015-07-22,940.4939257936414,42557,325,325,4797,37760
2015-07-23,889.8531357439241,42175,325,325,5124,37051
2015-07-24,905.8827919662782,40330,325,325,5827,34503
2015-07-25,1211.8472454881633,31639,324,324,10127,21512
2015-07-26,1102.9558327603706,30543,323,323,9253,21290
2015-07-27,931.4562417735567,38747,324,324,5010,33737
2015-07-28,841.4165306425285,40434,323,323,4724,35710
2015-07-29,827.4043948581789,39428,648,648,4158,35270
2015-07-30,806.6353718796124,31166,325,325,2937,28229
2015-07-31,898.9968370018926,38571,325,325,5424,33147
2015-08-01,1197.9933198783365,35179,326,326,12376,22803
2015-08-02,1149.2120991714628,31622,323,324,9990,21632
2015-08-03,892.0680415552356,38888,326,326,5373,33515
2015-08-04,854.7490130691709,40783,326,327,5233,35550
2015-08-05,860.9781862446744,41075,328,328,4854,36221
2015-08-06,860.9820731736158,42283,328,328,5674,36609
2015-08-07,936.3885948437767,40999,330,330,6464,34535
2015-08-08,1269.6982155308215,38723,331,331,14641,24082
2015-08-09,1455.1043220442598,32716,329,329,10774,21942
2015-08-10,1252.9847253574117,39870,329,330,6109,33761
2015-08-11,1270.2382111226361,25066,330,331,2698,22368
2015-08-12,1096.5084895566824,42994,336,336,5419,37575
2015-08-13,1074.9092957078492,42170,341,342,5489,36681
2015-08-14,964.1594177525449,39983,346,347,6034,33949
2015-08-15,1285.823775151371,37821,348,348,13965,23856
2015-08-16,1171.7119364619034,30344,345,347,9196,21148
2015-08-17,848.5387860824054,37449,353,354,5188,32261
2015-08-18,846.6762701673514,39916,361,360,4689,35227
2015-08-19,903.248858223248,40726,369,368,4653,36073
2015-08-20,852.471766802444,39280,376,378,4680,34600
2015-08-21,863.6981702508018,38038,385,385,5423,32615
2015-08-22,1198.229045715786,34277,385,386,11032,23245
2015-08-23,1093.0885972604397,33071,385,386,9891,23180
2015-08-24,870.7226202398377,38943,390,390,4953,33990
2015-08-25,977.6273196495018,41655,394,395,4826,36829
2015-08-26,858.1844882330968,42832,402,404,4947,37885
2015-08-27,837.1806670977651,43173,799,790,5243,37930
2015-08-28,919.7808645671178,41755,410,410,6049,35706
2015-08-29,1266.6529187632705,34381,409,408,10476,23905
2015-08-30,1126.619025916811,32913,408,409,9715,23198
2015-08-31,848.7484982178021,40119,413,413,4942,35177
2015-09-01,852.9317641080132,43291,411,413,4846,38445
2015-09-02,925.9023713128977,43225,415,415,4683,38542
2015-09-03,835.1993050211059,42879,417,417,5049,37830
2015-09-04,951.9984482931225,39956,420,420,6342,33614
2015-09-05,1222.129657403323,34005,420,420,13052,20953
2015-09-06,1248.6065242929003,33199,417,417,14346,18853
2015-09-07,1196.5387150406746,33682,416,418,11460,22222
2015-09-08,944.1871346396671,42766,421,421,4852,37914
2015-09-09,818.5538234291557,44005,424,424,4289,39716
2015-09-10,752.5503976991866,22253,423,424,1956,20297
2015-09-11,930.6410644151807,47613,430,430,6424,41189
2015-09-12,1156.6621015418436,33661,430,430,8301,25360
2015-09-13,1206.3046502270506,34794,428,428,8858,25936
2015-09-14,995.2089191367422,44668,434,434,6456,38212
2015-09-15,1026.061421330214,48729,438,438,5965,42764
2015-09-16,975.7296352019383,51179,440,440,5463,45716
2015-09-17,1033.4022088551426,50705,439,440,5603,45102
2015-09-18,1070.5072486825097,50285,440,440,6869,43416
2015-09-19,1385.409011648183,43011,438,438,12210,30801
2015-09-20,1334.932702288567,40462,436,437,10774,29688
2015-09-21,996.1725519287834,47180,436,436,5149,42031
